,id,name,artists,duration_s,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,Year_dt
678,5AkZntfhC6IBpNtWyWTWhk,Nothin' on You (feat. Bruno Mars),Bruno Mars,268.32,4/27/10,2010,0.386,0.688,0.853,0.0,0.0862,-5.814,0.0493,103.993,0.743,1,10,64,0,2010-01-01
679,2g7uRZ68eLtv74XrxgdT2q,"Young, Wild & Free (feat. Bruno Mars)",Bruno Mars,207.333,12/9/11,2011,0.0525,0.715,0.655,0.0,0.115,-6.425,0.137,95.078,0.531,1,0,67,1,2011-01-01
680,6MreoQf8oixWI2xRcw3Fv1,Mirror,Bruno Mars,228.093,1/1/11,2011,0.858,0.328,0.622,0.0,0.104,-7.291,0.0866,74.267,0.401,0,5,68,1,2011-01-01
681,0mBKv9DkYfQHjdMcw2jdyI,Chunky,Bruno Mars,186.973,11/17/16,2016,0.0208,0.571,0.539,0.0,0.125,-4.446,0.116,202.103,0.727,0,5,69,0,2016-01-01
682,0PG9fbaaHFHfre2gUVo7AN,Please Me,Bruno Mars,200.89,2/15/19,2019,0.0642,0.747,0.57,0.0,0.0832,-6.711,0.081,133.992,0.65,1,1,76,1,2019-01-01
683,7lXOqE38eCr979gp27O5wr,If I Knew,Bruno Mars,132.64,12/7/12,2012,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,0.49,1,3,63,0,2012-01-01
684,2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,Bruno Mars,203.161,12/7/18,2018,0.00381,0.8,0.578,0.0,0.367,-5.144,0.0485,143.01,0.367,0,4,71,1,2018-01-01
685,1I6pKIyaBp4OebTGLJpCCC,Perm,Bruno Mars,210.053,11/17/16,2016,0.0145,0.853,0.871,6.84e-05,0.198,-3.715,0.0851,124.021,0.863,1,8,66,0,2016-01-01
686,5XMkENs3GfeRza8MfVAhjK,Finesse,Bruno Mars,191.0,11/17/16,2016,0.00781,0.741,0.798,0.0,0.0232,-5.342,0.0718,104.953,0.939,0,5,67,0,2016-01-01
687,0inMKhbKWOTDA9UBUAKoU6,Natalie,Bruno Mars,225.027,12/7/12,2012,0.15,0.76,0.733,0.0,0.0647,-6.704,0.0504,111.975,0.611,1,7,58,0,2012-01-01
688,2tCPIp83mRXvVTytTAf1W4,Show Me,Bruno Mars,207.56,12/7/12,2012,0.0461,0.743,0.706,0.0,0.204,-5.728,0.0535,77.989,0.514,1,5,60,0,2012-01-01
689,0HasfWMrNxTjycDy9TkRtA,The Other Side (feat. CeeLo Green and B.o.B),Bruno Mars,227.76,10/5/10,2010,0.117,0.559,0.807,4.46e-06,0.148,-3.887,0.0304,140.081,0.543,0,5,52,0,2010-01-01
690,5BmKRyAjCnvkko7Ms00YtA,Our First Time,Bruno Mars,243.013,10/5/10,2010,0.381,0.705,0.451,0.0,0.276,-8.221,0.0429,77.998,0.868,0,9,51,0,2010-01-01
691,30raivfq7rSt5nKltiHfzG,Moonshine,Bruno Mars,228.573,12/7/12,2012,0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,0.418,1,2,57,0,2012-01-01
692,2mrZYZGmPFV3QOyYPZ1zsn,Straight up & Down,Bruno Mars,198.187,11/17/16,2016,0.0209,0.552,0.733,0.0,0.0858,-6.898,0.0933,143.56,0.643,0,3,64,0,2016-01-01
693,4pHiSrrtHFlXH3DYACegi0,Hot N Cold,Katy Perry,220.227,6/17/08,2008,7.95e-05,0.706,0.841,0.0,0.0688,-3.956,0.0418,132.032,0.861,1,7,44,0,2008-01-01
694,5NFiJqwS8iMtJwGOgTKa2v,I Kissed A Girl,Katy Perry,179.64,6/17/08,2008,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,0.696,1,5,44,0,2008-01-01
695,4NmE2ytXI8S2svTRSmEdpO,Small Talk,Katy Perry,161.963,8/9/19,2019,0.203,0.846,0.631,0.0,0.455,-5.547,0.1,115.999,0.602,1,5,74,0,2019-01-01
696,22Lg6vvMS2JC07aAjsGvtU,Hot N Cold,Katy Perry,223.227,9/9/08,2008,8.1e-05,0.702,0.839,0.0,0.072,-3.992,0.0439,132.007,0.856,1,7,52,0,2008-01-01
697,5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,Katy Perry,185.815,10/16/19,2019,0.185,0.722,0.757,6.32e-06,0.126,-6.207,0.132,140.094,0.721,0,10,73,0,2019-01-01
698,0rXw5rWZpOdfeeCbMln8MU,Peacock,Katy Perry,231.92,3/12/12,2012,0.0563,0.825,0.759,0.0,0.202,-3.121,0.0427,139.975,0.942,1,0,55,1,2012-01-01
699,0Z7UP4q84AwVcKlliEAiO5,Ur So Gay,Katy Perry,217.427,6/17/08,2008,0.0401,0.647,0.883,1.45e-06,0.117,-4.263,0.052,78.984,0.587,0,4,43,0,2008-01-01
700,0QBu92FK90ajAOXB0RZVtp,Waking Up In Vegas,Katy Perry,199.187,6/17/08,2008,0.0012,0.524,0.878,0.0,0.098,-3.108,0.0346,130.989,0.59,0,5,41,0,2008-01-01
701,6AOdKVvWB8Ulb3lGCnyPBY,Teenage Dream,Katy Perry,227.741,1/1/10,2010,0.0162,0.719,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,0.591,1,10,43,0,2010-01-01
702,5gD1OfCiygqxjjOxiaEKUe,I Kissed A Girl,Katy Perry,180.947,1/1/08,2008,0.00218,0.681,0.753,0.0,0.0714,-3.23,0.0932,129.976,0.757,0,9,44,0,2008-01-01
703,7GCElX2eJA5t0AFWw3WzKn,This Is How We Do,Katy Perry,204.285,1/1/13,2013,0.0203,0.69,0.636,0.0,0.147,-6.028,0.0457,96.002,0.799,0,9,57,0,2013-01-01
704,4au7FRcgZzChASRYu279xH,Con Calma - Remix,Katy Perry,181.28,4/19/19,2019,0.166,0.736,0.868,1.48e-06,0.0419,-3.01,0.0454,94.026,0.613,0,8,71,0,2019-01-01
705,2XWjPtKdi5sucFYtVav07d,365,Katy Perry,181.9,2/14/19,2019,0.339,0.745,0.693,0.0,0.123,-5.479,0.034,98.039,0.248,0,2,72,0,2019-01-01
706,3ksNHUNCTP6Pan8rjFnmtw,Never Worn White,Katy Perry,225.039,3/5/20,2020,0.706,0.544,0.353,0.0,0.105,-7.275,0.0303,138.059,0.357,0,11,70,0,2020-01-01
707,1NOZvdCovG42qQV7ftVD5d,Birthday,Katy Perry,215.042,1/1/13,2013,0.0879,0.719,0.674,3.75e-06,0.112,-5.122,0.0681,125.992,0.843,1,11,55,0,2013-01-01
708,4rHmKlFRiFzabiVO6e9w2e,Bon appétit,Katy Perry,227.813,6/9/17,2017,0.13,0.799,0.794,8.23e-05,0.221,-5.834,0.0628,106.031,0.524,1,6,67,0,2017-01-01
709,1OmbyCaS7DnRZpPDNu3wkT,The One That Got Away,Katy Perry,227.333,1/1/10,2010,0.000812,0.691,0.795,1.02e-06,0.156,-4.021,0.0355,133.971,0.876,0,1,40,0,2010-01-01
710,3yCzLH2lQ8KknpvsqNCo35,California Gurls,Katy Perry,234.653,1/1/10,2010,0.0038,0.788,0.753,0.0,0.18,-3.71,0.0536,125.005,0.403,1,0,40,0,2010-01-01
711,6BaCraQ9xeLYg4Sb9TBT2X,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Katy Perry,223.413,6/16/17,2017,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,0.872,0,11,66,1,2017-01-01
712,005lwxGU1tms6HGELIcUv9,I Kissed A Girl,Katy Perry,179.64,6/17/08,2008,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,0.696,1,5,67,0,2008-01-01
713,1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,Katy Perry,220.227,6/17/08,2008,7.95e-05,0.706,0.841,0.0,0.0688,-3.956,0.0418,132.032,0.861,1,7,67,0,2008-01-01
714,3avYqdwHKEq8beXbeWCKqJ,Last Friday Night (T.G.I.F.),Katy Perry,230.733,1/1/10,2010,0.00125,0.652,0.812,3.01e-05,0.667,-3.797,0.0409,126.023,0.72,0,3,67,0,2010-01-01
715,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,Katy Perry,227.741,1/1/10,2010,0.0162,0.719,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,0.591,1,10,66,0,2010-01-01
716,6KOEK6SeCEZOQkLj5M1PxH,California Gurls,Katy Perry,234.653,1/1/10,2010,0.0038,0.788,0.753,0.0,0.18,-3.71,0.0536,125.005,0.403,1,0,64,0,2010-01-01
717,455AfCsOhhLPRc68sE01D8,Last Friday Night (T.G.I.F.),Katy Perry,230.747,3/12/12,2012,0.00125,0.649,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,0.765,0,3,75,0,2012-01-01
718,4lCv7b86sLynZbXhfScfm2,Firework,Katy Perry,227.88,3/12/12,2012,0.139,0.638,0.826,0.0,0.0803,-4.968,0.0479,124.072,0.649,1,8,73,0,2012-01-01
719,6tS3XVuOyu10897O3ae7bi,California Gurls,Katy Perry,234.653,3/12/12,2012,0.00446,0.791,0.754,0.0,0.163,-3.729,0.0569,125.014,0.425,1,0,73,0,2012-01-01
720,3oL3XRtkP1WVbMxf7dtTdu,The One That Got Away,Katy Perry,227.333,3/12/12,2012,0.000802,0.687,0.792,0.0,0.2,-4.023,0.0353,133.962,0.864,0,1,72,0,2012-01-01
721,5jrdCoLpJSvHHorevXBATy,Dark Horse,Katy Perry,215.672,10/18/13,2013,0.00314,0.645,0.585,0.0,0.165,-6.122,0.0513,131.931,0.353,1,6,75,0,2013-01-01
722,6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,223.546,10/18/13,2013,0.00487,0.554,0.772,6.6e-06,0.354,-4.821,0.0418,179.984,0.455,0,7,75,0,2013-01-01
723,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,223.523,5/31/19,2019,0.194,0.77,0.882,0.0,0.316,-4.792,0.0602,99.991,0.385,1,8,84,0,2019-01-01
724,4uqh9bualXNHXXwO2wPorc,Daisies,Katy Perry,173.124,5/15/20,2020,0.0837,0.639,0.546,0.0,0.122,-5.382,0.0407,122.179,0.149,1,1,86,0,2020-01-01
725,4r6eNCsrZnQWJzzvFh4nlg,Firework,Katy Perry,227.893,1/1/10,2010,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,0.648,1,8,64,0,2010-01-01
726,6hkOqJ5mE093AQf2lbZnsG,The One That Got Away,Katy Perry,227.333,1/1/10,2010,0.000812,0.691,0.795,1.02e-06,0.156,-4.021,0.0355,133.971,0.876,0,1,64,0,2010-01-01
727,55qBw1900pZKfXJ6Q9A2Lc,Teenage Dream,Katy Perry,227.76,3/12/12,2012,0.0132,0.719,0.804,3.02e-06,0.139,-4.581,0.0355,119.999,0.605,1,10,69,0,2012-01-01
728,1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry,216.16,3/12/12,2012,0.000417,0.678,0.918,0.0,0.0744,-4.63,0.0355,130.028,0.769,1,5,71,0,2012-01-01
729,27tNWlhdAryQY04Gb2ZhUI,Roar,Katy Perry,223.546,1/1/13,2013,0.00492,0.671,0.771,7.28e-06,0.354,-4.821,0.0316,90.003,0.436,0,7,71,0,2013-01-01
730,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Katy Perry,223.413,6/30/17,2017,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,0.872,0,11,77,1,2017-01-01
731,6fvxos1qSHrIgOkKw4dhWS,Waking Up In Vegas,Katy Perry,199.187,6/17/08,2008,0.0012,0.524,0.878,0.0,0.098,-3.108,0.0346,130.989,0.59,0,5,55,0,2008-01-01
732,5JLv62qFIS1DR3zGEcApRt,Wide Awake,Katy Perry,220.947,3/12/12,2012,0.0749,0.514,0.683,2.64e-06,0.392,-5.099,0.0367,159.814,0.575,1,5,68,0,2012-01-01
733,6yARPLK0PV4heEyh7pVMGz,Part Of Me,Katy Perry,216.16,1/1/12,2012,0.000354,0.667,0.922,0.0,0.0867,-4.645,0.0353,130.01,0.761,1,5,62,0,2012-01-01
734,36ux3YuUsGTWPT8fXclS45,E.T.,Katy Perry,229.573,3/12/12,2012,0.0181,0.62,0.869,0.0,0.369,-5.252,0.175,151.684,0.76,1,1,65,0,2012-01-01
735,4fwbGKNExPtPHbor1TBSY4,Unconditionally,Katy Perry,228.879,10/18/13,2013,0.00266,0.397,0.725,0.0,0.208,-4.862,0.043,128.861,0.358,1,7,68,0,2013-01-01
736,5jx8tCxiO0uIbo2uNia23K,The One That Got Away - Acoustic,Katy Perry,259.04,3/12/12,2012,0.697,0.714,0.434,0.0,0.0919,-11.542,0.0396,123.942,0.352,1,4,69,0,2012-01-01
737,4z8ssgZfs5TzKiO8HaGWXO,E.T.,Katy Perry,206.373,3/12/12,2012,0.0213,0.603,0.872,0.0,0.366,-5.404,0.0792,150.104,0.691,0,5,65,0,2012-01-01
738,4jbmgIyjGoXjY01XxatOx6,Dark Horse,Katy Perry,215.672,1/1/13,2013,0.00314,0.647,0.585,0.0,0.165,-6.123,0.0512,131.934,0.353,1,6,68,0,2013-01-01
739,3c9LVPh3MpeFoaAL5DBDK5,Thinking Of You,Katy Perry,246.41,6/17/08,2008,0.00167,0.431,0.803,0.0,0.331,-4.459,0.0364,147.048,0.309,1,4,51,0,2008-01-01
740,360UM2DaiHZPRu0EsrOvMp,If We Ever Meet Again (Featuring Katy Perry),Katy Perry,292.707,1/1/09,2009,0.00481,0.652,0.605,0.0,0.0605,-7.371,0.0393,126.091,0.394,1,8,63,0,2009-01-01
741,7IByJvSqRFltGyiiIiL4wn,Who You Love (feat. Katy Perry),Katy Perry,249.933,8/20/13,2013,0.813,0.694,0.351,0.00165,0.097,-10.92,0.0382,145.907,0.691,1,9,64,0,2013-01-01
742,2xLOMHjkOK8nzxJ4r6yOKR,Birthday,Katy Perry,215.042,10/18/13,2013,0.0879,0.719,0.674,3.75e-06,0.112,-5.122,0.0681,125.98,0.843,1,11,64,0,2013-01-01
743,009ImBOrIUlWgla8U05RAC,Unconditionally,Katy Perry,228.879,1/1/13,2013,0.00273,0.432,0.725,0.0,0.208,-4.862,0.0431,128.902,0.353,1,7,67,0,2013-01-01
744,4kkeuVl6gF3RMqE4Nn5W3E,E.T.,Katy Perry,206.373,1/1/10,2010,0.0178,0.602,0.863,0.0,0.389,-5.423,0.0773,150.183,0.732,0,5,54,0,2010-01-01
745,5vL0yvddknhGj7IrBc6UTj,This Is How We Do,Katy Perry,204.285,10/18/13,2013,0.0203,0.69,0.636,0.0,0.147,-6.028,0.0457,96.0,0.8,0,9,63,0,2013-01-01
746,0kUMtZVaYb7EETkBdrEXXA,Firework,Katy Perry,227.893,8/24/10,2010,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,0.648,1,8,52,0,2010-01-01
747,4FFSK1xgCLkTZJLUERLZKG,The One That Got Away - Acoustic,Katy Perry,259.04,1/1/12,2012,0.678,0.712,0.44,0.0,0.0924,-11.566,0.0413,123.958,0.312,1,4,59,0,2012-01-01
748,1CwNogTShsnsn1C8UhRmYX,Rise,Katy Perry,203.475,7/15/16,2016,0.0468,0.553,0.639,0.0,0.107,-6.445,0.0458,101.418,0.442,1,11,65,0,2016-01-01
749,1rUQmXEy41tXwHIKFECNTa,Wide Awake,Katy Perry,220.933,1/1/12,2012,0.0843,0.511,0.681,6.73e-06,0.503,-5.103,0.0359,160.035,0.555,1,5,54,0,2012-01-01
750,3FTyr2M2y5D2jjOStBGutn,If You Can Afford Me,Katy Perry,198.347,6/17/08,2008,0.0109,0.617,0.887,0.0,0.228,-3.191,0.0943,149.97,0.855,1,6,47,0,2008-01-01
751,1CUk09iecf4kLvLuhxerdS,E.T.,Katy Perry,229.573,1/1/12,2012,0.0172,0.615,0.877,0.0,0.366,-5.217,0.174,151.6,0.778,1,6,53,0,2012-01-01
752,3OtMnyUaiipcAT23A8liyi,Swish Swish,Katy Perry,242.52,6/9/17,2017,0.0184,0.839,0.705,1.77e-05,0.102,-5.194,0.0445,119.954,0.575,0,5,71,1,2017-01-01
753,3KoTtGEDiBwUWzdRQVh9lh,Last Friday Night (T.G.I.F.),Katy Perry,230.733,8/24/10,2010,0.00125,0.651,0.812,3.01e-05,0.667,-3.797,0.0409,126.023,0.72,0,3,48,0,2010-01-01
754,7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,Katy Perry,237.733,6/9/17,2017,0.0814,0.446,0.8,0.0,0.199,-5.404,0.174,189.89,0.474,1,0,70,0,2017-01-01
755,4XrP7vKBjKLEYlRZdb0Ygr,Tell Me Why,Taylor Swift,200.56,11/11/08,2008,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,0.513,1,7,44,0,2008-01-01
756,6XDBA3QWX51lDJ0oZbaJJN,Long Live,Taylor Swift,317.947,10/25/10,2010,0.036,0.418,0.68,7.59e-05,0.108,-4.3,0.0346,204.125,0.142,1,7,47,0,2010-01-01
757,3kfgJql90tzgoxByioAMXR,Innocent,Taylor Swift,302.253,10/25/10,2010,0.186,0.552,0.608,0.0,0.125,-5.29,0.0259,134.05,0.17,0,1,47,0,2010-01-01
758,7hZuICN5eaCuQyp443RCt6,Dear John,Taylor Swift,403.92,10/25/10,2010,0.166,0.589,0.47,1.45e-06,0.112,-5.32,0.028,119.386,0.102,1,4,46,0,2010-01-01
759,2R7C9dDqv1UPycvepBFziA,Superman,Taylor Swift,275.96,10/25/10,2010,0.0268,0.582,0.765,1.95e-06,0.103,-3.648,0.0324,131.982,0.559,1,7,46,0,2010-01-01
760,5G9AVKld9q7DCrmoY42raf,State Of Grace - Acoustic Version,Taylor Swift,323.08,10/22/12,2012,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,1,7,48,0,2012-01-01
761,0lmMtDQ2ElasKU2qDAE6NN,All You Had To Do Was Stay,Taylor Swift,193.293,10/27/14,2014,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,1,5,51,0,2014-01-01
762,3oKMl2tJv4fdidkXUYMI5x,This Love,Taylor Swift,250.093,10/27/14,2014,0.635,0.485,0.459,0.0,0.101,-8.768,0.0337,71.981,0.0858,1,4,51,0,2014-01-01
763,3wmN11qXGL0HyPojvEE1D9,I Wish You Would,Taylor Swift,207.44,10/27/14,2014,0.016,0.649,0.898,9.9e-05,0.109,-5.963,0.0511,118.027,0.503,1,0,51,0,2014-01-01
764,33Kq0AT5rvwyE4azisG08x,Welcome To New York,Taylor Swift,212.6,10/27/14,2014,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,1,7,51,0,2014-01-01
765,1kTPQnabROVkW9bUXdCGrB,This Love,Taylor Swift,250.093,10/27/14,2014,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,1,4,51,0,2014-01-01
766,6oVxXO5oQ4pTpO8RSnkzvv,Dress,Taylor Swift,230.373,11/10/17,2017,0.0329,0.719,0.469,0.0,0.169,-8.792,0.0533,120.085,0.0851,1,0,64,0,2017-01-01
767,1fzAuUVbzlhZ1lJAx9PtY6,Daylight,Taylor Swift,293.453,8/23/19,2019,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,1,0,69,0,2019-01-01
768,0T2kNwYw4Z7rhziNRNsjfO,Should've Said No,Taylor Swift,244.08,10/24/06,2006,0.00983,0.477,0.758,0.0,0.203,-3.889,0.0285,167.935,0.53,0,4,52,0,2006-01-01
769,5YbZZ2gYfvW1UvHHF4pVaD,The Best Day,Taylor Swift,245.347,11/11/08,2008,0.611,0.664,0.447,1e-06,0.139,-8.535,0.0292,126.079,0.364,1,1,44,0,2008-01-01
770,0xvsgzM8AtBtRHZm5rav8A,The Other Side Of The Door,Taylor Swift,237.6,11/11/08,2008,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,1,4,44,0,2008-01-01
771,14Bljc3pOOG0xQX3wqhLN9,SuperStar,Taylor Swift,261.453,11/11/08,2008,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,0.228,1,2,44,0,2008-01-01
772,1P5QpwOgXJuoVTm3CWbnLY,Today Was A Fairytale - US Version,Taylor Swift,241.813,1/1/10,2010,0.0284,0.485,0.717,5.63e-06,0.14,-4.54,0.0321,158.047,0.356,1,7,45,0,2010-01-01
773,28M2gifMU282QBM3fKajIS,Haunted,Taylor Swift,242.08,10/25/10,2010,0.0826,0.436,0.95,1.08e-06,0.149,-2.627,0.057,162.088,0.352,1,5,45,0,2010-01-01
774,6cf6rLb8qcklvJv90W6HCW,Girl At Home,Taylor Swift,220.32,10/22/12,2012,0.272,0.733,0.59,0.0,0.136,-5.86,0.0284,125.048,0.633,1,5,47,0,2012-01-01
775,3jBMHD19RZdAqG9iFQh7xc,I Know Places,Taylor Swift,195.707,10/27/14,2014,0.231,0.595,0.763,0.0,0.2,-4.991,0.0661,159.959,0.507,1,0,50,0,2014-01-01
776,7HuBDWi18s4aJM8UFnNheH,King Of My Heart,Taylor Swift,214.32,11/10/17,2017,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,1,0,65,0,2017-01-01
777,07NxDD1iKCHbAldceD7QLP,This Is Why We Can't Have Nice Things,Taylor Swift,207.133,11/10/17,2017,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,1,5,64,0,2017-01-01
778,4AYtqFyFbX0Xkc2wtcygTr,Soon You’ll Get Better (feat. Dixie Chicks),Taylor Swift,201.587,8/23/19,2019,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,1,0,69,0,2019-01-01
779,0RdcBnAXyH2YZZvcBVu2k6,Change,Taylor Swift,281.053,11/11/08,2008,0.00471,0.548,0.756,0.0,0.117,-4.175,0.036,96.038,0.224,1,5,43,0,2008-01-01
780,62rlxI6g2PNaWsHoiRryto,Haunted - Acoustic Version,Taylor Swift,217.613,10/25/10,2010,0.842,0.563,0.443,0.0,0.293,-5.078,0.0247,80.962,0.313,1,5,45,0,2010-01-01
781,4XMP3zVxrnr58T0tjIHvpR,All Too Well,Taylor Swift,327.893,10/22/12,2012,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,1,0,47,0,2012-01-01
782,7wjbSn8QHsxqKXU5M0jXGM,Eyes Open,Taylor Swift,244.587,1/1/12,2012,0.00667,0.598,0.724,0.00187,0.0839,-7.226,0.0344,137.116,0.299,1,7,50,0,2012-01-01
783,7F5oktn5YOsR9eR5YsFtqb,New Year’s Day,Taylor Swift,235.467,11/10/17,2017,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,1,0,63,0,2017-01-01
784,1GEBsLDvJGw7kviySRI6GX,You Belong With Me,Taylor Swift,232.12,11/11/08,2008,0.178,0.687,0.745,1.59e-05,0.111,-4.432,0.0379,129.966,0.435,1,6,70,0,2008-01-01
785,0fAbfDiuQiUwV7FUcFfRGY,Mine - POP Mix,Taylor Swift,230.333,10/25/10,2010,0.00727,0.695,0.723,1.2e-06,0.1,-3.806,0.0285,121.011,0.679,1,7,45,0,2010-01-01
786,1SmiQ65iSAbPto6gPFlBYm,It’s Nice To Have A Friend,Taylor Swift,150.44,8/23/19,2019,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,1,10,66,0,2019-01-01
787,5GPwN5iZ9ZMSXAkppj4Uvv,Innocent,Taylor Swift,302.253,10/25/10,2010,0.186,0.552,0.608,0.0,0.125,-5.29,0.0259,134.05,0.17,0,1,43,0,2010-01-01
788,4yBEU0askBZzE2XEVdEwmx,Red,Taylor Swift,223.093,10/22/12,2012,0.0773,0.602,0.896,8.87e-05,0.0911,-4.267,0.0437,124.978,0.641,0,1,64,0,2012-01-01
789,4mqgn90sCeVSYqcoftTQTd,Red - Original Demo Recording,Taylor Swift,226.28,10/22/12,2012,0.113,0.678,0.902,0.000235,0.0722,-4.659,0.0358,124.998,0.637,0,1,45,0,2012-01-01
790,3Z1kZKYfRC8iRXnYeC5sCJ,Everything Has Changed,Taylor Swift,245.413,10/22/12,2012,0.36,0.624,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,0.436,1,6,66,0,2012-01-01
791,7BT9K9BDqq6HI2oWH5UMZQ,Treacherous - Original Demo Recording,Taylor Swift,239.72,10/22/12,2012,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,0.519,1,2,45,0,2012-01-01
792,5PxFv9yJEg9dxvbZggykro,So It Goes...,Taylor Swift,227.907,11/10/17,2017,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,0.374,1,2,62,0,2017-01-01
793,1JbR9RDP3ogVNEWFgNXAjh,Look What You Made Me Do,Taylor Swift,211.853,11/10/17,2017,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,0,9,65,0,2017-01-01
794,7HH8rEmkK5JENnv869MDCz,All Too Well,Taylor Swift,329.16,10/22/12,2012,0.0382,0.602,0.609,0.0002,0.128,-7.803,0.0243,93.06,0.337,1,0,53,0,2012-01-01
795,3ScVaMDQwaD8iumBYzcDvr,Wildest Dreams,Taylor Swift,220.44,10/27/14,2014,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,1,8,53,0,2014-01-01
796,7DQmwd7zye9xvzMQJnD8S8,Tim McGraw,Taylor Swift,234.547,10/24/06,2006,0.601,0.574,0.499,0.0,0.123,-6.462,0.0254,76.0,0.447,1,0,55,0,2006-01-01
797,6OVJMTfXU9rbYI51AoEuLH,Back To December,Taylor Swift,295.107,10/25/10,2010,0.125,0.527,0.67,0.0,0.17,-4.688,0.0305,141.893,0.272,1,2,43,0,2010-01-01
798,4pFvEWbjBpPUdYRQly0THs,Today Was A Fairytale,Taylor Swift,242.48,2/15/11,2011,0.0307,0.491,0.703,5.72e-06,0.167,-4.5,0.0319,157.988,0.344,1,7,52,0,2011-01-01
799,3oF7Or7T35yhQbGxbCGvRX,Death By A Thousand Cuts - Live From Paris,Taylor Swift,199.067,5/17/20,2020,0.712,0.584,0.655,0.0,0.97,-5.551,0.0306,91.844,0.604,1,4,65,0,2020-01-01
800,15DeqWWQB4dcEWzJg15VrN,Our Song,Taylor Swift,201.107,10/24/06,2006,0.111,0.668,0.672,0.0,0.329,-4.931,0.0303,89.011,0.539,1,2,66,0,2006-01-01
801,7zMcNqs55Mxer82bvZFkpg,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,203.04,10/24/06,2006,0.288,0.621,0.417,0.0,0.119,-6.941,0.0231,99.953,0.289,1,10,62,0,2006-01-01
802,32mVHdy0bi1XKgr0ajsBlG,Picture To Burn,Taylor Swift,173.067,10/24/06,2006,0.173,0.658,0.877,0.0,0.0962,-2.098,0.0323,105.586,0.821,1,7,61,0,2006-01-01
803,1vrd6UOGamcKNGnSHJQlSt,Love Story,Taylor Swift,235.267,11/11/08,2008,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,118.984,0.296,1,2,68,0,2008-01-01
804,3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,Taylor Swift,231.133,11/11/08,2008,0.162,0.687,0.783,1.35e-05,0.114,-4.44,0.0386,129.964,0.443,1,6,68,0,2008-01-01
805,72jCZdH0Lhg93z6Z4hBjgj,I Knew You Were Trouble.,Taylor Swift,217.973,10/22/12,2012,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,0.679,0,3,66,0,2012-01-01
